(16947,0.6080290192717669)
(19784,1.1248536856527687)
(27358,0.6080290192717669)
(19888,0.6080290192717669)
(80075,1.1248536856527687)
(1915,0.6080290192717669)
(268,1.1248536856527687)
(16779,1.1248536856527687)
(4192,1.1248536856527687)
(27344,0.6080290192717669)
(6414,1.1248536856527687)
(4315,0.6080290192717669)
(18796,1.1248536856527687)
(15231,0.6080290192717669)
(23275,0.6080290192717669)
(25458,0.6080290192717669)
(13051,1.1248536856527687)
(16035,1.1248536856527687)
(22221,1.1248536856527687)
(25332,1.5641546520766203)
(18528,1.1248536856527687)
(16414,1.783805135288546)
(19624,1.1248536856527687)
(142,0.6080290192717669)
(6340,0.6080290192717669)
(14637,1.1248536856527687)
(13581,0.6080290192717669)
(172,0.6080290192717669)
(1965,0.6080290192717669)
(2018,0.6080290192717669)
(1119,0.6080290192717669)
(10675,0.6080290192717669)
(13757,1.1248536856527687)
(22116,0.6080290192717669)
(19907,1.1248536856527687)
(14013,0.6080290192717669)
(797,1.1248536856527687)
(8020,0.7803039080654343)
(304,2.2532542072512896)
(98102,1.1248536856527687)
(3295,0.8664413524622679)
(85,0.6080290192717669)
(8252,1.1248536856527687)
(287,0.6080290192717669)
(2628,0.6080290192717669)
(4138,0.6080290192717669)
(4725,1.3832660188432695)
(3653,1.1248536856527687)
(475,1.1248536856527687)
(3030,0.6080290192717669)
(9910,1.1248536856527687)
(883,1.1248536856527687)
(765,0.6080290192717669)
(3335,2.2549554217781274)
(10171,0.6080290192717669)
(6918,1.1248536856527687)
(3087,7.525947653249263)
(20481,0.8664413524622679)
(24468,1.1248536856527687)
(2954,1.1248536856527687)
(4110,0.6080290192717669)
(6044,2.2549554217781274)
(23447,0.6080290192717669)
(12815,2.2549554217781274)
(16253,0.6080290192717669)
(422,0.7803039080654343)
(6992,0.6080290192717669)
(4728,0.6080290192717669)
(3561,0.6080290192717669)
(26310,1.1248536856527687)
(17123,1.3832660188432695)
(7524,0.6080290192717669)
(2635682,1.1248536856527687)
(10559,0.6080290192717669)
(22763,0.6080290192717669)
(13812,0.6080290192717669)
(14047,2.2549554217781274)
(23126,0.6080290192717669)
(12297,0.8664413524622679)
(7647,1.1248536856527687)
(27,0.6080290192717669)
(10973,1.1248536856527687)
(1088,1.1248536856527687)
(1992,0.6080290192717669)
(739,1.1248536856527687)
(3415,0.6080290192717669)
(13183,1.1248536856527687)
(7193,1.1248536856527687)
(16219,1.1248536856527687)
(21679,0.8664413524622679)
(18174,0.6080290192717669)
(12139,0.8664413524622679)
(4893,0.6080290192717669)
(24582,1.1248536856527687)
(14788,0.6080290192717669)
(234,0.8664413524622679)
(11142,1.1248536856527687)
