(3087,1.0000000000000044)
(20481,1.0000000000000044)
(24468,1.0000000000000044)
(2954,1.0000000000000044)
(4110,1.0000000000000044)
(6044,1.0000000000000044)
(23447,1.0000000000000044)
(12815,1.0000000000000044)
(16253,1.0000000000000044)
(422,1.0000000000000044)
(6992,1.0000000000000044)
(4728,1.0000000000000044)
(3561,1.0000000000000044)
(26310,1.0000000000000044)
(17123,1.0000000000000044)
(7524,1.0000000000000044)
(2635682,1.0000000000000044)
(10559,1.0000000000000044)
(22763,1.0000000000000044)
(13812,1.0000000000000044)
(14047,1.0000000000000044)
(23126,1.0000000000000044)
(12297,1.0000000000000044)
(7647,1.0000000000000044)
(27,1.0000000000000044)
(10973,1.0000000000000044)
(1088,1.0000000000000044)
(1992,1.0000000000000044)
(739,1.0000000000000044)
(3415,1.0000000000000044)
(13183,1.0000000000000044)
(7193,1.0000000000000044)
(16219,1.0000000000000044)
(21679,1.0000000000000044)
(18174,1.0000000000000044)
(12139,1.0000000000000044)
(4893,1.0000000000000044)
(24582,1.0000000000000044)
(14788,1.0000000000000044)
(234,1.0000000000000044)
(11142,1.0000000000000044)
