235,235
287,287
998,998
96,96
338,338
172,172
1650,1650
765,765
2362,2362
828,828
1666,1666
142,142
3030,3030
3360,3360
3295,3295
2443,2443
3576,3576
4315,4315
3535,3535
4216,4216
1471,1471
2018,2018
4728,4728
3561,3561
2965,2965
108465,108465
6180,6180
2338,2338
3087,3087
5035,5035
2041950,2041950
8118,8118
3029,3029
4926,4926
4939,4939
9195,9195
2328,2328
9661,9661
1992,1992
10402,10402
7199,7199
518,518
11673,11673
1113,1113
7918,7918
10675,10675
13581,13581
15100,15100
4110,4110
12677,12677
11827,11827
5074,5074
6992,6992
2628,2628
7611,7611
17147,17147
6044,6044
7198,7198
27,27
18320,18320
16947,16947
10171,10171
6583,6583
5812,5812
14047,14047
17123,17123
15231,15231
19888,19888
10559,10559
16515,16515
13792,13792
16253,16253
5507,5507
6282,6282
5885,5885
1119,1119
8819,8819
7524,7524
5004,5004
3535708,3535708
1900,1900
3415,3415
12048,12048
18228,18228
16399,16399
16050,16050
18103,18103
13531,13531
6618,6618
17707,17707
23126,23126
1965,1965
4138,4138
14788,14788
23012,23012
2309,2309
2937,2937
22116,22116
7780,7780
6340,6340
2138,2138
23447,23447
3335,3335
22763,22763
19935,19935
21632,21632
4893,4893
18333,18333
25128,25128
25458,25458
13812,13812
21234,21234
1247,1247
11614,11614
4287,4287
8217,8217
19784,19784
974,974
18174,18174
14013,14013
1915,1915
8026,8026
12815,12815
23275,23275
4857,4857
85,85
1191472,1191472
27344,27344
27358,27358
27524,27524
13940,13940
8252,8252
1432,1432
422,422
268,268
307,307
1996,1996
1190,1190
4725,4725
1695,1695
3253,3253
304,304
797,797
1196,1196
3477,3477
3205,3205
4192,4192
3434,3434
4794,4794
9641,9641
80075,80075
2131,2131
372,372
2434,2434
122,122
18796,18796
7686,7686
2598,2598
6466,6466
3653,3653
13107,13107
9910,9910
3803,3803
7888,7888
12139,12139
8049,8049
18187,18187
6770,6770
7441,7441
8020,8020
5190,5190
9636,9636
7647,7647
15452,15452
24468,24468
16219,16219
13757,13757
7610,7610
3093,3093
16779,16779
12405,12405
12297,12297
2670,2670
5874,5874
6760,6760
6449,6449
19172,19172
16414,16414
19624,19624
2635682,2635682
14637,14637
8297,8297
20481,20481
17156,17156
6414,6414
5814,5814
20630,20630
2954,2954
11721,11721
7595,7595
21204,21204
19907,19907
13251,13251
98102,98102
10174,10174
21679,21679
22221,22221
14089,14089
13051,13051
7193,7193
3474,3474
5542,5542
14540,14540
9190,9190
20654,20654
18327,18327
2238,2238
13183,13183
10973,10973
24582,24582
11142,11142
4995,4995
883,883
16035,16035
7927,7927
9396,9396
2197,2197
234,234
16853,16853
931,931
8003,8003
1288,1288
25332,25332
10873,10873
739,739
18528,18528
475,475
247,247
26310,26310
1088,1088
16925,16925
6918,6918
16201,16201
